Block,Values
1,0.4771941602230072
2,0.4550229609012604
3,0.47335970401763916
4,0.5248938202857971
5,0.46237286925315857
6,0.4493444561958313
7,0.45279958844184875
8,0.4402347207069397
9,0.4273047149181366
10,0.41612809896469116
11,0.48254454135894775
12,0.4473188519477844
13,0.44635647535324097
14,0.45838475227355957
15,0.4437452256679535
16,0.06382253021001816
17,0.44800812005996704
18,0.4393487572669983
19,0.08202462643384933
20,0.4528746008872986
21,0.4384639859199524
22,0.49411165714263916
23,0.4312482178211212
24,0.0650487169623375
25,0.4238775670528412
26,0.4293934106826782
27,0.46635544300079346
28,0.4557248651981354
29,0.42086589336395264
30,0.4053085744380951
31,0.4494020938873291
32,0.3865349590778351
33,0.42212414741516113
34,0.42749401926994324
35,0.5042303800582886
36,0.41946160793304443
37,0.43832385540008545
38,0.3942486643791199
39,0.42762139439582825
40,0.4381055533885956
41,0.41900673508644104
42,0.06492312252521515
43,0.4328685402870178
44,0.44228506088256836
45,0.4285353124141693
46,0.4540918469429016
47,0.49619778990745544
48,0.4379212558269501
49,0.007996445521712303
50,0.3839801847934723
51,0.40311309695243835
52,0.44408875703811646
53,0.4396343529224396
54,0.4595319628715515
55,0.4143398404121399
56,0.4261716306209564
57,0.42643553018569946
58,0.46352648735046387
59,0.4691256284713745
60,0.4350784122943878
61,0.5642073750495911
62,0.06665286421775818
63,0.4928101599216461
64,0.06783860921859741
65,0.5000815391540527
66,0.47534871101379395
67,0.4833106994628906
68,0.4215715825557709
69,0.421621710062027
70,0.4214772582054138
71,0.4064704477787018
72,0.3981110155582428
73,0.40157806873321533
74,0.40077945590019226
75,0.3961212635040283
76,0.3845839500427246
77,0.3845173716545105
78,0.45434826612472534
79,0.5135352611541748
80,0.4238024652004242
81,0.423598051071167
82,0.5198706388473511
83,0.4045659005641937
84,0.4129917025566101
85,0.389586865901947
86,0.3952793478965759
87,0.4668249785900116
88,0.4468156099319458
89,0.40955865383148193
90,0.4283040761947632
91,0.4416002333164215
92,0.37459275126457214
93,0.4057895839214325
94,0.4149799048900604
95,0.41200393438339233
96,0.415067583322525
97,0.3908673822879791
98,0.46018117666244507
99,0.3954148292541504
100,0.4518292546272278
101,0.4244382977485657
102,0.41484642028808594
103,0.42115727066993713
104,0.3897702097892761
105,0.3900798559188843
106,0.41468313336372375
107,0.42186903953552246
108,0.0020810544956475496
109,0.45729169249534607
110,0.4213334321975708
111,0.37951231002807617
112,0.3927265703678131
113,0.41266360878944397
114,0.3667922019958496
115,0.46297532320022583
116,0.39746055006980896
117,0.40308576822280884
118,0.39971697330474854
119,0.4024621844291687
120,0.3995635509490967
121,0.41172704100608826
122,0.41547369956970215
123,0.39269718527793884
124,0.4030487835407257
125,0.4014630615711212
126,0.40137696266174316
127,0.40995821356773376
128,0.37707656621932983
129,0.4024542570114136
130,0.35779497027397156
131,0.3687821328639984
132,0.052791714668273926
133,0.37487074732780457
134,0.36970534920692444
135,0.3850286900997162
136,0.3773520886898041
137,0.35227522253990173
138,0.34455975890159607
139,0.3305063545703888
140,0.33867624402046204
141,0.3415132462978363
142,0.3811142146587372
143,0.3313427269458771
144,0.3338465392589569
145,0.35158538818359375
146,0.359684020280838
147,0.39146825671195984
148,0.3876224458217621
149,0.3634132742881775
150,0.32562902569770813
151,0.3384242355823517
152,0.3400765657424927
153,0.32949528098106384
154,0.3435363173484802
155,0.3768121600151062
156,0.4261915385723114
157,0.378620982170105
158,0.3516998887062073
159,0.27862006425857544
160,0.35398122668266296
161,0.32340461015701294
162,0.324481338262558
163,0.35921037197113037
164,0.2852002680301666
165,0.35301193594932556
166,0.35742613673210144
167,0.32444047927856445
168,0.33188632130622864
169,0.38931381702423096
170,0.32909393310546875
171,0.35081180930137634
172,0.28917747735977173
173,0.30723634362220764
174,0.3366747200489044
175,0.3360948860645294
176,0.36126941442489624
177,0.2749866545200348
178,0.25825604796409607
179,0.2406061738729477
180,0.2580571174621582
